lead_id,company,market,currency,campaign_name,channel,campaign_budget,product,pipeline_stage,deal_value_usd,created_date,email_opened,email_clicked,company_size,lead_score,deal_value_local
NP-1188,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Proposal,0.0,2024-06-24,,,1-10,60,0.0
NP-1189,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Negotiation,0.0,2024-07-11,,,500+,64,0.0
NP-1190,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-30,,,1-10,51,0.0
NP-1191,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Pro,Proposal,0.0,2024-04-01,True,False,11-50,65,0.0
NP-1192,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Proposal,0.0,2024-06-22,,,11-50,52,0.0
NP-1193,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Qualified,0.0,2024-03-10,False,False,51-200,54,0.0
NP-1194,NovaPay,USA,USD,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-06-14,,,11-50,42,0.0
NP-1195,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-02-24,True,False,201-500,69,0.0
NP-1196,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Negotiation,0.0,2024-07-21,,,500+,51,0.0
NP-1197,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-07-09,,,51-200,85,0.0
NP-1198,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-01-14,,,1-10,57,0.0
NP-1199,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Proposal,0.0,2024-05-04,,,201-500,69,0.0
NP-1200,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Negotiation,0.0,2024-07-06,,,500+,93,0.0
NP-1201,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-02-22,False,False,51-200,20,0.0
NP-1202,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Demo,0.0,2024-07-05,,,500+,76,0.0
NP-1203,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-07-01,,,51-200,96,0.0
NP-1204,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-21,,,1-10,81,0.0
NP-1205,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Proposal,0.0,2024-06-20,,,51-200,20,0.0
NP-1206,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Lead,0.0,2024-06-29,,,11-50,86,0.0
NP-1207,NovaPay,USA,USD,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-07-13,,,11-50,95,0.0
NP-1208,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Pro,Demo,0.0,2024-08-07,,,1-10,92,0.0
NP-1209,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-06-24,,,11-50,53,0.0
NP-1210,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Lead,0.0,2024-05-12,,,1-10,74,0.0
NP-1211,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Lead,0.0,2024-06-22,,,500+,26,0.0
NP-1212,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Proposal,0.0,2024-05-31,,,201-500,15,0.0
NP-1213,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Pro,Closed Won,1068.53,2024-05-11,,,201-500,39,927.31
NP-1214,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Demo,0.0,2024-06-03,,,51-200,96,0.0
NP-1215,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-27,,,500+,77,0.0
NP-1216,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Pro,Proposal,0.0,2024-04-22,,,51-200,16,0.0
NP-1217,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Negotiation,0.0,2024-08-06,,,1-10,46,0.0
NP-1218,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Negotiation,0.0,2024-01-28,,,201-500,21,0.0
NP-1219,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Enterprise,Negotiation,0.0,2024-04-08,True,False,11-50,59,0.0
NP-1220,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Negotiation,0.0,2024-02-21,,,11-50,27,0.0
NP-1221,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-01-27,,,201-500,67,0.0
NP-1222,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-05-29,,,500+,87,0.0
NP-1223,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-05-25,,,1-10,40,0.0
NP-1224,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-06-07,,,500+,78,0.0
NP-1225,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-02-16,,,201-500,10,0.0
NP-1226,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-05-20,,,500+,56,0.0
NP-1227,NovaPay,USA,USD,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-03-14,,,500+,12,0.0
NP-1228,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-05-22,,,51-200,12,0.0
NP-1229,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Basic,Demo,0.0,2024-03-14,,,500+,52,0.0
NP-1230,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Proposal,0.0,2024-03-08,False,False,201-500,99,0.0
NP-1231,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-06-02,,,1-10,47,0.0
NP-1232,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-25,False,False,500+,70,0.0
NP-1233,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-07,,,51-200,44,0.0
NP-1234,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Lead,0.0,2024-03-06,,,201-500,53,0.0
NP-1235,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Negotiation,0.0,2024-04-21,True,True,201-500,20,0.0
NP-1236,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-05-16,,,1-10,20,0.0
NP-1237,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Basic,Qualified,0.0,2024-04-24,,,11-50,98,0.0
NP-1238,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Proposal,0.0,2024-05-20,,,500+,65,0.0
NP-1239,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-04-21,,,51-200,75,0.0
NP-1240,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Enterprise,Lead,0.0,2024-07-27,,,1-10,26,0.0
NP-1241,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-22,,,1-10,87,0.0
NP-1242,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-02-24,False,False,500+,56,0.0
NP-1243,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Closed Won,353.14,2024-04-08,,,201-500,76,306.47
NP-1244,NovaPay,USA,USD,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-06-01,,,11-50,88,0.0
NP-1245,NovaPay,UAE,AED,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Lead,0.0,2024-03-18,,,1-10,67,0.0
NP-1246,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-26,False,False,1-10,80,0.0
NP-1247,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-01,,,51-200,75,0.0
NP-1248,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-18,True,False,51-200,69,0.0
NP-1249,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Lead,0.0,2024-06-29,,,201-500,77,0.0
NP-1250,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-05-15,,,1-10,67,0.0
NP-1251,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Basic,Negotiation,0.0,2024-06-14,,,500+,33,0.0
NP-1252,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-03-01,False,False,51-200,31,0.0
NP-1253,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-21,False,False,1-10,42,0.0
NP-1254,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-03-24,False,False,1-10,74,0.0
NP-1255,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Enterprise,Lead,0.0,2024-07-14,,,500+,15,0.0
NP-1256,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Demo,0.0,2024-02-12,,,11-50,83,0.0
NP-1257,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Negotiation,0.0,2024-06-13,,,51-200,92,0.0
NP-1258,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Demo,0.0,2024-04-08,,,201-500,19,0.0
NP-1259,NovaPay,UK,GBP,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-06-27,,,51-200,87,0.0
NP-1260,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Demo,0.0,2024-03-30,False,False,11-50,57,0.0
NP-1261,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-13,,,201-500,41,0.0
NP-1262,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-08,True,False,11-50,51,0.0
NP-1263,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-07-14,,,201-500,73,0.0
NP-1264,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-04-28,,,11-50,37,0.0
NP-1265,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-07-09,,,51-200,78,0.0
NP-1266,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Negotiation,0.0,2024-02-25,,,201-500,56,0.0
NP-1267,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-20,,,51-200,19,0.0
NP-1268,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-04-20,,,11-50,22,0.0
NP-1269,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Qualified,0.0,2024-05-21,,,11-50,35,0.0
NP-1270,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-05-27,,,51-200,70,0.0
NP-1271,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Qualified,0.0,2024-06-20,,,500+,50,0.0
NP-1272,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Proposal,0.0,2024-04-30,True,False,500+,72,0.0
NP-1273,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-07-13,,,1-10,63,0.0
NP-1274,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Enterprise,Proposal,0.0,2024-05-13,,,500+,70,0.0
NP-1275,NovaPay,USA,USD,SEO Content Drive,Organic Search,9000,NovaPay Pro,Demo,0.0,2024-05-13,,,11-50,16,0.0
NP-1276,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Demo,0.0,2024-06-27,,,11-50,97,0.0
NP-1277,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-02-17,False,False,201-500,29,0.0
NP-1278,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-06-04,,,1-10,27,0.0
NP-1279,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Demo,0.0,2024-07-16,,,201-500,50,0.0
NP-1280,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Pro,Qualified,0.0,2024-03-19,False,False,11-50,41,0.0
NP-1281,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Closed Won,357.91,2024-04-08,,,11-50,98,34138.65
NP-1282,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-07-06,,,51-200,25,0.0
NP-1283,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Closed Lost,0.0,2024-06-23,,,11-50,47,0.0
NP-1284,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-03-06,,,51-200,71,0.0
NP-1285,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Pro,Negotiation,0.0,2024-03-20,True,False,500+,40,0.0
NP-1286,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Enterprise,Lead,0.0,2024-03-15,True,False,201-500,22,0.0
NP-1287,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-06-21,,,201-500,93,0.0
NP-1288,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Closed Won,292.55,2024-05-16,,,1-10,21,27904.4
NP-1289,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Demo,0.0,2024-06-05,,,11-50,63,0.0
NP-1290,NovaPay,USA,USD,Spring Email Push,Email,6000,NovaPay Basic,Proposal,0.0,2024-04-18,True,False,51-200,14,0.0
NP-1291,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Negotiation,0.0,2024-02-21,,,51-200,68,0.0
NP-1292,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Negotiation,0.0,2024-08-04,,,201-500,44,0.0
NP-1293,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-03-18,False,False,1-10,53,0.0
NP-1294,NovaPay,India,INR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-04-21,,,201-500,75,0.0
NP-1295,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-18,,,201-500,51,0.0
NP-1296,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-03-20,False,False,51-200,84,0.0
NP-1297,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-07-01,,,1-10,95,0.0
NP-1298,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-02-18,,,1-10,91,0.0
NP-1299,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Closed Won,274.76,2024-05-01,,,500+,57,238.45
NP-1300,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Demo,0.0,2024-05-02,,,11-50,97,0.0
NP-1301,NovaPay,Singapore,SGD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-25,,,1-10,82,0.0
NP-1302,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Qualified,0.0,2024-03-23,,,500+,29,0.0
NP-1303,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-03-12,False,False,201-500,21,0.0
NP-1304,NovaPay,Germany,EUR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-07-02,,,201-500,82,0.0
NP-1305,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-01-12,,,201-500,42,0.0
NP-1306,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-02-23,,,1-10,79,0.0
NP-1307,NovaPay,USA,USD,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Negotiation,0.0,2024-01-14,,,51-200,62,0.0
NP-1308,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Closed Lost,0.0,2024-04-08,True,False,201-500,58,0.0
NP-1309,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Proposal,0.0,2024-04-22,,,51-200,25,0.0
NP-1310,NovaPay,USA,USD,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-14,False,False,1-10,48,0.0
NP-1311,NovaPay,UAE,AED,Partner Referral Q2,Referral,12000,NovaPay Pro,Qualified,0.0,2024-05-04,,,11-50,68,0.0
NP-1312,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Basic,Proposal,0.0,2024-03-15,,,1-10,94,0.0
NP-1313,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Negotiation,0.0,2024-05-05,,,11-50,18,0.0
NP-1314,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-01-16,,,11-50,15,0.0
NP-1315,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Pro,Demo,0.0,2024-04-12,,,11-50,74,0.0
NP-1316,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Qualified,0.0,2024-05-13,,,500+,96,0.0
NP-1317,NovaPay,UK,GBP,SEO Content Drive,Organic Search,9000,NovaPay Enterprise,Closed Lost,0.0,2024-05-06,,,11-50,62,0.0
NP-1318,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Qualified,0.0,2024-03-23,,,201-500,81,0.0
NP-1319,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Basic,Qualified,0.0,2024-05-23,,,500+,50,0.0
NP-1320,NovaPay,Germany,EUR,Influencer Summer,Influencer,22000,NovaPay Basic,Lead,0.0,2024-08-08,,,201-500,40,0.0
NP-1321,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Proposal,0.0,2024-02-22,False,False,201-500,81,0.0
NP-1322,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-05-20,,,201-500,57,0.0
NP-1323,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-02-27,,,500+,87,0.0
NP-1324,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-03-21,,,11-50,71,0.0
NP-1325,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Closed Won,282.65,2024-02-16,True,False,201-500,41,364.96
NP-1326,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Basic,Negotiation,0.0,2024-08-10,,,51-200,46,0.0
NP-1327,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-05-21,,,500+,73,0.0
NP-1328,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Qualified,0.0,2024-05-15,,,11-50,57,0.0
NP-1329,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Pro,Lead,0.0,2024-03-19,,,1-10,43,0.0
NP-1330,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Qualified,0.0,2024-05-29,,,11-50,52,0.0
NP-1331,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Qualified,0.0,2024-03-29,True,False,201-500,68,0.0
NP-1332,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-04-24,False,False,500+,92,0.0
NP-1333,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-01-16,,,1-10,62,0.0
NP-1334,NovaPay,Singapore,SGD,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-02-16,True,False,1-10,89,0.0
NP-1335,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Pro,Qualified,0.0,2024-08-02,,,1-10,10,0.0
NP-1336,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-14,,,500+,46,0.0
NP-1337,NovaPay,India,INR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Qualified,0.0,2024-02-01,,,1-10,22,0.0
NP-1338,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-06-24,,,51-200,60,0.0
NP-1339,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-02-07,,,51-200,97,0.0
NP-1340,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Enterprise,Demo,0.0,2024-01-21,,,201-500,58,0.0
NP-1341,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-26,,,1-10,73,0.0
NP-1342,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Basic,Closed Lost,0.0,2024-04-17,,,500+,15,0.0
NP-1343,NovaPay,UK,GBP,Spring Email Push,Email,6000,NovaPay Enterprise,Negotiation,0.0,2024-04-15,True,False,51-200,79,0.0
NP-1344,NovaPay,UAE,AED,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Proposal,0.0,2024-05-12,,,11-50,85,0.0
NP-1345,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-02-24,True,False,500+,59,0.0
NP-1346,NovaPay,Singapore,SGD,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-06-18,,,1-10,74,0.0
NP-1347,NovaPay,USA,USD,Influencer Summer,Influencer,22000,NovaPay Basic,Qualified,0.0,2024-06-10,,,51-200,87,0.0
NP-1348,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Demo,0.0,2024-05-13,,,51-200,67,0.0
NP-1349,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-04-28,,,500+,94,0.0
NP-1350,NovaPay,UK,GBP,Partner Referral Q2,Referral,12000,NovaPay Pro,Proposal,0.0,2024-04-14,,,1-10,44,0.0
NP-1351,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Pro,Lead,0.0,2024-04-04,True,True,1-10,49,0.0
NP-1352,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Lead,0.0,2024-04-28,,,201-500,67,0.0
NP-1353,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-24,,,500+,21,0.0
NP-1354,NovaPay,India,INR,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Lead,0.0,2024-06-16,,,201-500,59,0.0
NP-1355,NovaPay,UAE,AED,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Closed Lost,0.0,2024-02-10,,,500+,76,0.0
NP-1356,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-20,False,False,1-10,31,0.0
NP-1357,NovaPay,Germany,EUR,Partner Referral Q2,Referral,12000,NovaPay Basic,Demo,0.0,2024-05-21,,,51-200,41,0.0
NP-1358,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-06-14,,,11-50,48,0.0
NP-1359,NovaPay,USA,USD,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Qualified,0.0,2024-02-21,,,201-500,52,0.0
NP-1360,NovaPay,Singapore,SGD,Partner Referral Q2,Referral,12000,NovaPay Enterprise,Closed Won,2462.0,2024-04-22,,,500+,98,3179.0
NP-1361,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Lead,0.0,2024-03-26,True,False,201-500,83,0.0
NP-1362,NovaPay,Germany,EUR,Spring Email Push,Email,6000,NovaPay Basic,Demo,0.0,2024-04-01,True,False,500+,79,0.0
NP-1363,NovaPay,UAE,AED,Spring Email Push,Email,6000,NovaPay Pro,Closed Won,1145.63,2024-04-14,True,False,1-10,62,4207.96
NP-1364,NovaPay,India,INR,Influencer Summer,Influencer,22000,NovaPay Pro,Lead,0.0,2024-06-20,,,201-500,58,0.0
NP-1365,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Qualified,0.0,2024-03-18,,,500+,98,0.0
NP-1366,NovaPay,India,INR,Partner Referral Q2,Referral,12000,NovaPay Pro,Lead,0.0,2024-06-12,,,500+,91,0.0
NP-1367,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-01-31,,,500+,15,0.0
NP-1368,NovaPay,USA,USD,Fintech Webinar Series,Webinar,7500,NovaPay Pro,Lead,0.0,2024-06-21,,,201-500,23,0.0
NP-1369,NovaPay,UK,GBP,Q1 Launch Blitz,Paid Social,18000,NovaPay Basic,Demo,0.0,2024-03-21,,,500+,98,0.0
NP-1370,NovaPay,UK,GBP,Fintech Webinar Series,Webinar,7500,NovaPay Basic,Qualified,0.0,2024-07-24,,,500+,29,0.0
NP-1371,NovaPay,USA,USD,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-03-11,,,1-10,28,0.0
NP-1372,NovaPay,Germany,EUR,SEO Content Drive,Organic Search,9000,NovaPay Basic,Lead,0.0,2024-05-01,,,51-200,70,0.0
NP-1373,NovaPay,Germany,EUR,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Lead,0.0,2024-02-17,,,1-10,24,0.0
NP-1374,NovaPay,Singapore,SGD,Q1 Launch Blitz,Paid Social,18000,NovaPay Pro,Demo,0.0,2024-01-31,,,11-50,76,0.0
NP-1375,NovaPay,India,INR,Spring Email Push,Email,6000,NovaPay Basic,Qualified,0.0,2024-04-14,True,False,11-50,33,0.0
NP-1376,NovaPay,UAE,AED,Influencer Summer,Influencer,22000,NovaPay Basic,Demo,0.0,2024-06-26,,,201-500,85,0.0
